slug,city,state,rank,category,accept,sat_25,sat_75,act_25,grad_rate_4yr,retention,student_faculty_ratio,founded,undergrads
point-loma-nazarene-university-1262,San Diego,CA,16,Regional Universities West,84,1175,1365,,68,85,13,1902,3246
portland-state-3216,Portland,OR,222,National Universities,91,950,1270,,34,75,17,1946,15414
point-park-university-3357,Pittsburgh,PA,318,National Universities,97,,,,52,73,12,1960,2337
pomona-college-1173,Claremont,CA,7,National Liberal Arts Colleges,7,1490,1560,,61,97,7,1887,1766
prairie-view-am-university-3630,Prairie View,TX,343,National Universities,78,,,16,20,74,16,1876,8836
presbyterian-college-3445,Clinton,SC,163,National Liberal Arts Colleges,68,980,1200,,43,75,11,1880,853
princeton-university-2627,Princeton,NJ,1,National Universities,5,1510,1580,,75,97,5,1746,5813
pratt-institute-2798,Brooklyn,NY,,,73,1150,1390,,46,,,1887,3967
post-university-1401,Waterbury,CT,150-164,Regional Universities North,92,,,,22,36,23,1890,14120
principia-college-1744,Elsah,IL,63,National Liberal Arts Colleges,43,1060,1250,,55,80,6,1910,339
providence-college-3406,Providence,RI,2,Regional Universities North,51,1250,1390,,83,92,11,1917,4556
purdue-university-northwest-666998,Hammond,IN,101,Regional Universities Midwest,72,890,1140,,26,65,17,2016,5698
purdue-university-west-lafayette-1825,West Lafayette,IN,46,National Universities,50,1200,1480,,65,92,15,1869,44819
queens-college-2690,Queens,NY,38,Regional Universities North,64,1010,1290,,33,79,13,1937,13464
queens-university-charlotte-2957,Charlotte,NC,16,Regional Universities South,59,1140,1340,,53,73,7,1857,1225
quincy-university-1745,Quincy,IL,35,Regional Colleges Midwest,51,1000,1200,,35,68,12,1860,1072
quinnipiac-university-1402,Hamden,CT,179,National Universities,72,1150,1320,,71,88,12,1929,6557
randolph-college-3734,Lynchburg,VA,156,National Liberal Arts Colleges,94,,,19,39,69,7,1891,541
radford-university-3732,Radford,VA,329,National Universities,90,940,1160,,34,71,14,1910,6161
randolph-macon-college-3733,Ashland,VA,96,National Liberal Arts Colleges,87,980,1220,,63,82,11,1830,1643
ramapo-college-of-new-jersey-9344,Mahwah,NJ,21,Regional Universities North,71,1120,1300,,57,86,17,1969,5444
purdue-university-fort-wayne-1812,Fort Wayne,IN,112,Regional Universities Midwest,84,970,1230,,22,63,13,1964,6489
regis-university-1363,Denver,CO,273,National Universities,86,,,22,55,75,11,1877,2704
regent-university-30913,Virginia Beach,VA,373,National Universities,52,990,1250,,47,67,18,1978,5049
rhode-island-college-3407,Providence,RI,84,Regional Universities North,92,870,1120,,27,73,14,1854,5157
rice-3604,Houston,TX,17,National Universities,8,1510,1570,,87,98,6,1912,4789
rhodes-college-3519,Memphis,TN,55,National Liberal Arts Colleges,50,1330,1500,,73,92,9,1848,1793
roanoke-college-3736,Salem,VA,126,National Liberal Arts Colleges,83,1090,1300,,57,76,11,1842,1793
rivier-university-2586,Nashua,NH,139,Regional Universities North,83,,,,49,77,14,,1335
ripon-college-3884,Ripon,WI,143,National Liberal Arts Colleges,75,950,1170,,44,74,12,1851,696
rit-2806,Rochester,NY,88,National Universities,67,1300,1460,,49,88,13,1829,14267
roberts-wesleyan-university-2805,Rochester,NY,84,Regional Universities North,71,990,1305,,,79,10,1866,1393
rockford-university-1748,Rockford,IL,130,Regional Universities Midwest,93,820,1130,,35,66,9,1847,981
robert-morris-university-pennsylvania-3359,Moon Township,PA,208,National Universities,90,,,,52,82,14,1921,4316
rockhurst-university-2499,Kansas City,MO,6,Regional Universities Midwest,71,,,19,67,79,13,1910,2304
rollins-college-1515,Winter Park,FL,2,Regional Universities South,48,1190,1340,,69,85,12,1885,2640
roger-williams-university-4917,Bristol,RI,35,Regional Universities North,88,1140,1310,,68,80,14,1956,4038
rogers-state-university-3168,Claremore,OK,27,Regional Colleges West,67,730,990,,17,63,18,1909,3141
rosehulman-institute-of-technology-1830,Terre Haute,IN,,,77,1290,1500,,64,,,1874,2315
rpi-2803,Troy,NY,64,National Universities,63,1375,1510,,87,90,14,1824,5743
rowan-university-2609,Glassboro,NJ,169,National Universities,78,1110,1310,,50,83,17,1923,16199
rider-university-2628,Lawrenceville,NJ,45,Regional Universities North,79,1100,1320,,54,79,13,1865,3143
roosevelt-university-1749,Chicago,IL,395-434,National Universities,97,895,1175,,37,59,13,1945,2857
russell-sage-college-2810,Troy,NY,213,National Universities,53,1020,1250,,44,74,12,1916,1255
rutgers-university-camden-4741,Camden,NJ,97,National Universities,66,1050,1300,,47,80,12,1926,3857
rutgers-university-newark-2631,Newark,NJ,75,National Universities,71,,,,42,84,14,1908,7989
rutgers-new-brunswick-6964,Piscataway,NJ,42,National Universities,41,1310,1500,,69,93,16,1766,37985
sacred-heart-university-1403,Fairfield,CT,242,National Universities,65,1180,1340,,68,85,15,1963,7204
saginaw-valley-state-university-2314,University Center,MI,99,Regional Universities Midwest,72,850,1070,,19,74,16,1963,6152
saint-elizabeth-university-2600,Morristown,NJ,121,Regional Universities North,71,,,,34,74,11,1899,670
saint-francis-university-3366,Loretto,PA,55,Regional Universities North,80,1070,1220,,70,85,,1847,2573
saint-leo-university-1526,Saint Leo,FL,395-434,National Universities,78,,,,40,56,20,1889,7603
saint-josephs-university-3367,Philadelphia,PA,6,Regional Universities North,89,1170,1350,,75,88,11,1851,5044
saint-louis-university-2506,St. Louis,MO,102,National Universities,75,1200,1410,,72,88,9,1818,10436
saint-marys-college-1836,Notre Dame,IN,84,National Liberal Arts Colleges,76,1130,1325,,64,84,10,1844,1495
saint-marys-university-of-minnesota-2380,Winona,MN,283,National Universities,93,,,20,60,78,19,1912,1083
saint-michaels-college-3694,Colchester,VT,115,National Liberal Arts Colleges,85,1120,1280,,67,82,10,1904,1120
saint-peters-university-2638,Jersey City,NJ,38,Regional Universities North,90,868,1190,,48,75,12,1872,2263
saint-vincent-college-3368,Latrobe,PA,121,National Liberal Arts Colleges,62,1020,1230,,62,83,10,1846,1284
salem-college-2960,Winston-Salem,NC,143,National Liberal Arts Colleges,79,1066,1243,,50,68,9,1772,464
salem-state-2188,Salem,MA,94,Regional Universities North,96,970,1180,,36,75,12,1854,4867
salem-university-3820,Salem,WV,121-133,Regional Universities South,,,,,21,52,16,1889,695
salisbury-university-2091,Salisbury,MD,45,Regional Universities North,87,1180,1320,,51,79,14,1925,6288
salve-regina-university-3411,Newport,RI,24,Regional Universities North,68,1160,1330,,72,83,12,1934,2135
sam-houston-state-university-3606,Huntsville,TX,257,National Universities,90,930,1120,,36,74,21,1879,17787
samford-university-1036,Birmingham,AL,179,National Universities,82,1070,1250,,68,90,13,1841,4210
san-diego-state-university-1151,San Diego,CA,117,National Universities,36,,,,56,90,24,1897,34637
san-francisco-state-university-1154,San Francisco,CA,208,National Universities,90,,,,29,84,16,1899,19638
san-jose-state-university-1155,San Jose,CA,4,Regional Universities West,85,1070,1340,,37,87,26,1857,28008
savannah-college-of-art-and-design-29258,Savannah,GA,8,Regional Universities South,83,1040,1270,,52,84,21,1978,15623
sarah-lawrence-2813,Bronxville,NY,109,National Liberal Arts Colleges,62,,,28,59,84,10,1926,1521
schreiner-university-3610,Kerrville,TX,86,Regional Universities West,85,797,1022,,36,66,16,1923,1120
santa-clara-university-1326,Santa Clara,CA,59,National Universities,48,1350,1490,,81,94,11,1851,6577
scripps-college-1174,Claremont,CA,37,National Liberal Arts Colleges,38,1440,1540,,61,93,10,1926,1117
seattle-pacific-university-3788,Seattle,WA,242,National Universities,83,1090,1330,,47,77,11,1891,1776
seton-hill-university-pennsylvania-3362,Greensburg,PA,66,Regional Universities North,80,1020,1220,,57,81,12,1883,1501
seton-hall-university-new-jersey-2632,South Orange,NJ,158,National Universities,73,1220,1390,,64,83,14,1856,6146
seattle-university-3790,Seattle,WA,151,National Universities,77,1200,1430,,67,84,11,1891,4103
shaw-university-2962,Raleigh,NC,84,Regional Colleges South,80,,,,10,56,14,1865,877
shawnee-state-university-12748,Portsmouth,OH,112,Regional Universities Midwest,76,,,,35,70,12,1986,2997
shippensburg-university-of-pennsylvania-3326,Shippensburg,PA,84,Regional Universities North,87,1000,1210,,41,73,18,1871,4371
shenandoah-university-3737,Winchester,VA,301,National Universities,77,965,1207,,47,81,10,1875,2641
shepherd-university-3822,Shepherdstown,WV,82,Regional Universities South,97,,,19,33,69,16,1871,2906
shorter-university-1591,Rome,GA,121-133,Regional Universities South,96,1040,1200,,27,69,15,1873,1257
simmons-university-2208,Boston,MA,183,National Universities,70,1215,1380,,65,84,9,1899,1675
siena-university-2816,Loudonville,NY,16,Regional Universities North,78,1110,1360,,69,84,12,1937,3469
simpson-college-1887,Indianola,IA,5,Regional Colleges Midwest,86,,,31,50,76,13,1860,1235
skidmore-college-2814,Saratoga Springs,NY,37,National Liberal Arts Colleges,21,1340,1480,,75,89,8,1903,2704
slippery-rock-university-of-pennsylvania-3327,Slippery Rock,PA,55,Regional Universities North,71,980,1190,,51,82,21,1889,6853
south-carolina-state-university-3446,Orangeburg,SC,88,Regional Universities South,83,770,1080,,21,63,19,1896,2950
smith-college-2209,Northampton,MA,13,National Liberal Arts Colleges,21,1420,1540,,70,93,8,1871,2549
smu-3613,Dallas,TX,88,National Universities,63,1340,1490,,76,91,11,1911,7285
south-dakota-school-of-mines-3470,Rapid City,SD,20,Regional Universities Midwest,80,1140,1340,,25,80,13,1885,2219
south-dakota-state-university-3471,Brookings,SD,257,National Universities,98,1060,1240,,46,82,17,1881,10728
southeast-missouri-state-2501,Cape Girardeau,MO,68,Regional Universities Midwest,96,850,1030,,41,75,20,1873,7926
southeastern-louisiana-university-2024,Hammond,LA,74,Regional Universities South,94,1000,1275,,25,71,21,1925,13205
southern-connecticut-state-university-1406,New Haven,CT,64,Regional Universities North,91,830,1100,,31,75,11,1893,7252
southern-nazarene-university-3149,Bethany,OK,67,Regional Universities West,,,,,31,82,11,1899,1465
southern-new-hampshire-university-2580,Manchester,NH,150-164,Regional Universities North,84,,,,38,61,18,1932,2615
southern-university-and-am-college-9636,Baton Rouge,LA,395-434,National Universities,35,790,1020,,10,62,17,1880,6713
southern-illinois-university-edwardsville-1759,Edwardsville,IL,363,National Universities,97,950,1190,,37,73,15,1957,8945
southern-utah-university-3678,Cedar City,UT,64,Regional Universities West,82,,,,33,74,22,1897,13126
southern-wesleyan-3422,Central,SC,64,Regional Universities South,100,,,22,43,68,12,1906,887
southern-virginia-university-666980,Buena Vista,VA,183-201,National Liberal Arts Colleges,96,,,,21,76,17,,967
southwest-baptist-2502,Bolivar,MO,107,Regional Universities Midwest,68,,,17,51,67,10,1878,1622
southern-illinois-university-carbondale-1758,Carbondale,IL,301,National Universities,87,900,1180,,40,70,11,1869,8553
southwest-minnesota-state-2375,Marshall,MN,107,Regional Universities Midwest,62,,,16,29,67,16,1963,6884
southwestern-oklahoma-state-university-3181,Weatherford,OK,77,Regional Universities West,100,870,1120,,27,68,19,1901,4347
spalding-university-1960,Louisville,KY,54,Regional Universities South,99,890,1030,,42,66,10,1814,718
southwestern-university-3620,Georgetown,TX,84,National Liberal Arts Colleges,43,1130,1300,,67,81,11,1840,1440
spring-hill-college-1041,Mobile,AL,12,Regional Colleges South,75,,,17,44,74,10,1830,790
springfield-college-2211,SPRINGFIELD,MA,257,National Universities,72,1080,1330,,75,83,11,1885,1763
st-anselm-college-2587,Manchester,NH,96,National Liberal Arts Colleges,78,1110,1270,,75,89,12,1889,2094
st-cloud-state-university-2377,St. Cloud,MN,95,Regional Universities Midwest,95,1025,1260,,25,67,,1869,8209
st-bonaventure-university-2817,St. Bonaventure,NY,25,Regional Universities North,82,1070,1290,,59,80,12,1858,2048
st-catherine-university-2342,Saint Paul,MN,222,National Universities,92,850,1140,,50,79,,1905,2505
st-josephs-college-2051,Standish,ME,94,Regional Universities North,84,,,,59,76,,,1059
st-johns-university-2823,Queens,NY,151,National Universities,83,1150,1340,,52,81,,1870,15640
st-edwards-university-3621,Austin,TX,5,Regional Universities West,81,970,1240,,52,79,,1885,2499
st-lawrence-university-2829,Canton,NY,58,National Liberal Arts Colleges,54,1255,1420,,68,88,,1856,1949
st-martins-3794,Lacey,WA,56,Regional Universities West,90,1025,1225,,43,72,11,1895,1186
st-marys-college-2095,St. Marys City,MD,96,National Liberal Arts Colleges,69,1143,1340,,60,84,,1840,1632
st-josephs-university-new-york-2825,Brooklyn,NY,50,Regional Universities North,72,1110,1270,,58,81,,1916,3173
st-john-fisher-university-2821,Rochester,NY,192,National Universities,66,1120,1300,,65,85,,1948,2583
st-marys-college-of-california-1302,Moraga,CA,7,Regional Universities West,89,,,,61,86,10,1863,1955
st-olaf-college-2382,Northfield,MN,50,National Liberal Arts Colleges,48,1300,1470,,77,91,,1874,3124
st-norbert-college-3892,De Pere,WI,111,National Liberal Arts Colleges,86,1033,1290,,67,82,,1898,1970
st-marys-university-san-antonio-3623,San Antonio,TX,13,Regional Universities West,98,940,1190,,49,70,,1852,2150
st-thomas-aquinas-2832,Sparkill,NY,121,Regional Universities North,93,880,1085,,43,75,,1952,1889
stanford-university-1305,Stanford,CA,4,National Universities,4,1510,1580,,56,98,6,1885,7904
stetson-university-1531,DeLand,FL,7,Regional Universities South,72,1060,1270,,56,73,10,1883,2349
stephen-f-austin-state-university-3624,Nacogdoches,TX,38,Regional Universities West,74,960,1150,,41,73,,1923,9129
stevens-institute-of-technology-2639,Hoboken,NJ,80,National Universities,48,1380,1505,,81,94,11,1870,4204
stevenson-university-2107,Owings Mills,MD,70,Regional Universities North,79,,,,61,77,15,1947,3106
stockton-university-9345,Galloway,NJ,158,National Universities,89,1030,1230,,51,78,17,1969,7565
stony-brook-suny-2838,Stony Brook,NY,59,National Universities,49,1330,1500,,65,89,19,1957,18263
sul-ross-3625,Alpine,TX,100,Regional Universities West,99,930,1110,,22,51,13,1917,1890
suny-albany-2835,Albany,NY,127,National Universities,69,1150,1320,,54,83,16,1844,12666
suffolk-university-2218,Boston,MA,257,National Universities,82,1112,1303,,49,77,14,1906,4326
suny-binghamton-2836,Binghamton,NY,73,National Universities,39,1340,1490,,77,90,17,1946,14668
suny-brockport-2841,Brockport,NY,64,Regional Universities North,71,1100,1280,,41,70,17,1835,5816
suny-buffalo-state-university-2842,Buffalo,NY,133,Regional Universities North,74,990,1248,,25,53,14,1871,5205
suny-cobleskill-2856,Cobleskill,NY,20,Regional Colleges North,84,,,,46,68,16,1911,1894
suny-college-of-technology-at-canton-2855,Canton,NY,12,Regional Colleges North,92,,,,36,69,18,1906,3469
stonehill-college-2217,Easton,MA,82,National Liberal Arts Colleges,66,,,,70,87,12,1948,2579
suny-college-old-westbury-7109,Old Westbury,NY,98,Regional Universities North,84,,,,32,73,17,1965,4040
suny-cortland-2843,Cortland,NY,33,Regional Universities North,60,,,,56,81,15,1868,5911
suny-fredonia-2844,Fredonia,NY,76,Regional Universities North,78,1160,1370,,37,75,11,1826,2770
suny-geneseo-2845,Geneseo,NY,17,Regional Universities North,66,1190,1340,,64,85,16,1871,3902
suny-oneonta-2847,Oneonta,NY,25,Regional Universities North,70,1100,1260,,58,75,15,1889,4681
suny-maritime-2853,Throggs Neck,NY,21,Regional Universities North,72,1123,1288,,31,81,15,1874,1286
suny-new-paltz-2846,New Paltz,NY,20,Regional Universities North,62,1170,1340,,58,85,16,1828,6197
suny-morrisville-2859,Morrisville,NY,24,Regional Colleges North,91,,,,30,59,14,1908,2042
suny-plattsburgh-2849,Plattsburgh,NY,50,Regional Universities North,78,1080,1250,,44,72,14,1889,3825
suny-oswego-2848,Oswego,NY,28,Regional Universities North,81,1060,1270,,50,72,15,1861,5517
suny-potsdam-2850,Potsdam,NY,94,Regional Universities North,78,,,,33,75,11,1816,1831
suny-polytechnic-institute-11678,Utica,NY,35,Regional Universities North,81,1210,1430,,53,73,14,1966,1973
suny-college-of-technology-delhi-2857,Delhi,NY,15,Regional Colleges North,89,,,18,44,67,12,1913,2634
suny-purchase-6791,Purchase,NY,131,National Liberal Arts Colleges,74,,,27,52,79,12,1967,3283
susquehanna-university-3369,Selinsgrove,PA,96,National Liberal Arts Colleges,88,1100,1300,,70,83,12,1858,2164
swarthmore-college-3370,Swarthmore,PA,4,National Liberal Arts Colleges,7,1490,1560,,76,96,7,1864,1623
syracuse-university-2882,Syracuse,NY,75,National Universities,46,1270,1440,,76,91,15,1870,15957
tarleton-state-university-3631,Stephenville,TX,373,National Universities,53,980,1160,,,72,24,1899,15130
temple-university-3371,Philadelphia,PA,102,National Universities,80,1180,1390,,59,84,12,1884,21428
tennessee-tech-3523,Cookeville,TN,257,National Universities,76,1060,1310,,41,77,17,1915,9187
sweet-briar-college-3742,Sweet Briar,VA,164,National Liberal Arts Colleges,70,1020,1350,,51,70,9,1901,441
texas-am-international-9651,Laredo,TX,38,Regional Universities West,46,890,1090,,28,76,21,1970,7165
texas-am-university-corpus-christi-11161,Corpus Christi,TX,395-434,National Universities,89,970,1200,,25,59,19,1947,8320
texas-christian-university-3636,Fort Worth,TX,97,National Universities,44,1200,1380,,74,93,14,1873,11049
texas-am-university-college-station-10366,College Station,TX,51,National Universities,57,1150,1400,,61,94,21,1876,60710
texas-am-university-commerce-3565,Commerce,TX,384,National Universities,75,910,1150,,28,61,17,1889,9666
texas-lutheran-university-3641,Seguin,TX,8,Regional Colleges West,96,,,,32,65,11,1891,1319
texas-southern-university-3642,Houston,TX,395-434,National Universities,97,800,1000,,7,62,17,1927,6844
texas-tech-university-3644,Lubbock,TX,198,National Universities,73,1090,1280,,51,85,20,1923,32580
texas-womans-university-3646,Denton,TX,329,National Universities,96,,,,29,72,16,1901,10034
the-catholic-university-of-america-1437,Washington,DC,169,National Universities,83,1100,1350,,73,87,11,1887,3177
the-citadel-the-military-college-of-south-carolina-3423,Charleston,SC,1,Regional Universities South,93,1085,1285,,68,86,11,1842,2737
the-college-of-new-jersey-2642,Ewing,NJ,4,Regional Universities North,62,1140,1340,,76,91,14,1855,7435
the-college-of-st-scholastica-2343,Duluth,MN,283,National Universities,93,,,19,54,79,,1912,1755
the-college-of-wooster-3037,Wooster,OH,76,National Liberal Arts Colleges,60,1220,1460,,63,82,10,1866,1738
the-university-of-akron-3123,Akron,OH,373,National Universities,60,900,1190,,29,71,17,1870,11160
the-university-of-oklahoma-3184,Norman,OK,110,National Universities,77,1140,1330,,58,89,18,1890,23351
the-university-of-tennessee-at-martin-3531,Martin,TN,20,Regional Universities South,88,970,1210,,37,73,16,1900,6817
texas-state-university-3615,San Marcos,TX,257,National Universities,90,980,1200,,33,79,21,1899,36236
the-university-of-texas-at-tyler-11163,Tyler,TX,329,National Universities,94,1010,1200,,44,68,17,1971,7683
the-university-of-texas-austin-3658,Austin,TX,30,National Universities,27,1320,1530,,74,96,18,1883,43165
the-university-of-texas-dallas-9741,Richardson,TX,110,National Universities,65,1160,1410,,59,88,23,1969,21858
the-university-of-texas-el-paso-3661,El Paso,TX,257,National Universities,100,860,1080,,21,75,20,1914,21118
the-university-of-texas-rio-grande-valley-666978,Edinburg,TX,213,National Universities,94,880,1090,,31,77,20,,28674
the-university-of-texas-san-antonio-10115,San Antonio,TX,213,National Universities,87,1000,1220,,32,79,24,1969,31127
the-university-of-the-south-3534,Sewanee,TN,45,National Liberal Arts Colleges,57,1260,1390,,73,89,9,1857,1644
thiel-college-3376,Greenville,PA,26,Regional Colleges North,72,,,,41,72,13,1866,835
thomas-college-2052,Waterville,ME,150-164,Regional Universities North,96,,,,45,74,23,1894,1581
the-university-of-toledo-3131,Toledo,OH,293,National Universities,92,1120,1340,,36,76,18,1872,11012
thomas-jefferson-university-12393,Philadelphia,PA,132,National Universities,81,1160,1330,,58,83,12,1824,3772
tiffin-university-3121,Tiffin,OH,138,Regional Universities Midwest,80,910,1120,,32,64,21,1888,2842
transylvania-university-1987,Lexington,KY,109,National Liberal Arts Colleges,87,1120,1380,,56,83,11,1780,1006
towson-university-2099,Towson,MD,11,Regional Universities North,82,950,1235,,47,83,14,1866,16264
trine-university-1839,Angola,IN,13,Regional Colleges Midwest,86,980,1230,,53,80,16,1884,4373
trevecca-nazarene-university-3526,Nashville,TN,363,National Universities,69,980,1235,,45,74,20,1901,1903
trinity-college-1414,Hartford,CT,37,National Liberal Arts Colleges,29,1298,1470,,78,91,9,1823,2204
trinity-university-3647,San Antonio,TX,37,National Liberal Arts Colleges,26,1340,1500,,72,92,9,1869,2518
thomas-more-university-2001,Crestview Hills,KY,85,Regional Universities South,90,,,21,29,65,14,1921,1823
truman-state-university-2495,Kirksville,MO,7,Regional Universities Midwest,84,1170,1370,,58,84,12,1867,3265
tufts-university-2219,Medford,MA,36,National Universities,12,1470,1560,,84,96,10,1852,7126
troy-university-1047,Troy,AL,45,Regional Universities South,96,940,1210,,29,73,16,1887,10222
tuskegee-university-1050,Tuskegee,AL,10,Regional Universities South,49,958,1175,,31,78,11,1881,2659
ucf-3954,Orlando,FL,117,National Universities,45,1200,1350,,55,92,28,1963,59649
ub-9554,Buffalo,NY,75,National Universities,74,1210,1380,,60,84,11,1846,20360
tusculum-university-3527,Greeneville,TN,90,Regional Universities South,72,790,1050,,27,59,16,1794,942
trinity-washington-university-1460,Washington,DC,140,Regional Universities North,100,,,,35,72,9,,1604
ucla-1315,Los Angeles,CA,17,National Universities,9,,,,85,97,20,1919,33471
uconn-29013,Storrs,CT,69,National Universities,52,1210,1440,,73,92,17,1881,20056
umass-amherst-2221,Amherst,MA,64,National Universities,60,1310,1500,,75,91,17,1863,23920
udc-29100,Washington,DC,145,Regional Universities North,67,,,,29,61,8,1976,3610
umass-boston-2222,Boston,MA,213,National Universities,84,1100,1290,,33,73,15,1964,12138
umass-dartmouth-2210,North Dartmouth,MA,242,National Universities,91,1050,1270,,38,66,16,1895,5731
umbc-2105,Baltimore,MD,127,National Universities,72,1240,1420,,48,86,17,1966,10767
umsl-2519,Saint Louis,MO,242,National Universities,63,1060,1290,,40,72,,1963,12332
united-states-coast-guard-academy-1415,New London,CT,1,Regional Colleges North,22,,,27,83,97,7,1876,1081
united-states-air-force-academy-1369,USAF Academy,CO,5,National Liberal Arts Colleges,14,1230,1440,,92,95,8,1954,4094
united-states-naval-academy-2101,Annapolis,MD,3,National Liberal Arts Colleges,9,1210,1410,,92,97,8,1845,4474
united-states-military-academy-2893,West Point,NY,10,National Liberal Arts Colleges,12,1200,1430,,84,95,6,1802,4473
union-college-2889,Schenectady,NY,44,National Liberal Arts Colleges,44,1330,1480,,73,90,9,1795,2065
university-of-alabama-at-birmingham-1052,Birmingham,AL,132,National Universities,88,1210,1450,,44,82,18,1969,11959
university-of-alabama-1051,Tuscaloosa,AL,169,National Universities,77,1170,1400,,57,88,19,1831,34389
union-university-3528,Jackson,TN,242,National Universities,60,1220,1390,,60,87,9,1823,1934
unc-pembroke-2954,Pembroke,NC,33,Regional Universities South,93,975,1180,,27,72,14,1887,5437
university-of-alabama-huntsville-1055,Huntsville,AL,242,National Universities,69,1210,1410,,44,81,17,1969,6800
university-of-arkansas-little-rock-1101,Little Rock,AR,384,National Universities,59,,,17,25,70,11,1927,5789
university-of-arizona-1083,Tucson,AZ,127,National Universities,86,1150,1420,,50,85,20,1885,45025
university-of-california-berkeley-1312,Berkeley,CA,15,National Universities,11,,,,80,97,18,1868,33469
university-of-bridgeport-1416,Bridgeport,CT,395-434,National Universities,83,,,,36,62,16,1927,1479
university-of-arkansas-pine-bluff-1086,Pine Bluff,AR,19,Regional Colleges South,41,845,1108,,23,63,12,1873,1817
university-of-california-davis-1313,Davis,CA,32,National Universities,42,,,,71,92,22,1905,32273
university-of-arkansas-1108,Fayetteville,AR,183,National Universities,74,1030,1220,,56,86,20,1871,28859
university-of-california-irvine-1314,Irvine,CA,32,National Universities,29,,,,74,93,19,1965,30204
university-of-california-san-diego-1317,La Jolla,CA,29,National Universities,27,,,,86,94,19,1960,34955
university-of-california-merced-4127,Merced,CA,57,National Universities,95,,,,51,82,20,2005,8372
university-of-california-santa-barbara-1320,Santa Barbara,CA,40,National Universities,33,,,,70,92,17,1909,23181
university-of-california-riverside-1316,Riverside,CA,75,National Universities,77,,,,65,88,22,1954,22599
university-of-central-arkansas-1092,Conway,AR,363,National Universities,89,910,1170,,42,73,15,1907,8268
university-of-central-missouri-2454,Warrensburg,MO,59,Regional Universities Midwest,64,1600,1600,,39,72,16,1871,7584
university-of-central-oklahoma-3152,Edmond,OK,62,Regional Universities West,78,,,18,15,66,17,1890,10454
university-of-california-santa-cruz-1321,Santa Cruz,CA,88,National Universities,66,,,,61,89,22,1965,17940
university-of-charleston-3818,Charleston,WV,395-434,National Universities,62,,,,39,71,15,1888,2087
university-of-cincinnati-3125,Cincinnati,OH,158,National Universities,85,1160,1370,,42,86,19,1819,33572
university-of-colorado-colorado-springs-4509,Colorado Springs,CO,395-434,National Universities,97,,,20,28,67,15,1965,9398
university-of-chicago-1774,Chicago,IL,6,National Universities,4,1510,1580,,87,99,5,1890,7519
university-of-colorado-boulder-1370,Boulder,CO,97,National Universities,76,1190,1400,,57,89,19,1876,33384
university-of-denver-1371,Denver,CO,117,National Universities,77,1190,1390,,66,87,9,1864,6619
university-of-detroit-mercy-2323,Detroit,MI,183,National Universities,75,1030,1260,,55,83,12,1877,3422
university-of-delaware-1431,Newark,DE,88,National Universities,69,1200,1390,,74,91,13,1743,19287
university-of-dayton-3127,Dayton,OH,143,National Universities,65,1200,1380,,70,89,14,1850,7737
university-of-findlay-3045,Findlay,OH,373,National Universities,84,,,,36,77,10,1882,4062
university-of-dubuque-1891,Dubuque,IA,78,Regional Universities Midwest,89,960,1220,,30,70,11,1852,1417
university-of-dallas-3651,Irving,TX,9,Regional Universities West,53,1120,1370,,37,79,11,1956,1444
university-of-florida-1535,Gainesville,FL,30,National Universities,24,1320,1500,,83,97,16,1853,36573
university-of-hawaii-at-hilo-29020,Hilo,HI,329,National Universities,60,945,1175,,30,71,12,1947,2292
university-of-georgia-1598,Athens,GA,46,National Universities,38,1270,1480,,76,95,17,1785,32399
university-of-evansville-1795,Evansville,IN,18,Regional Universities Midwest,78,,,,57,80,10,1854,1742
university-of-hawaii-manoa-1610,Honolulu,HI,169,National Universities,87,1081,1293,,44,79,13,1907,15375
university-of-houston-3652,Houston,TX,132,National Universities,74,1160,1340,,43,86,22,1927,39257
university-of-idaho-1626,Moscow,ID,183,National Universities,76,990,1230,,43,75,18,1889,9574
university-of-indianapolis-1804,Indianapolis,IN,301,National Universities,66,,,,45,67,12,1902,3603
university-of-illinois-urbanachampaign-1775,Champaign,IL,36,National Universities,42,1380,1540,,73,94,20,1867,37140
university-of-illinois-chicago-1776,Chicago,IL,84,National Universities,77,1130,1350,,42,79,17,1965,22495
university-of-illinois-springfield-9333,Springfield,IL,29,Regional Universities Midwest,86,940,1200,,42,75,13,1969,2309
university-of-hartford-1422,West Hartford,CT,301,National Universities,96,1120,1310,,47,78,11,1957,4223
university-of-iowa-1892,Iowa City,IA,102,National Universities,84,1130,1330,,58,89,16,1847,22738
university-of-kansas-1948,Lawrence,KS,143,National Universities,93,1070,1300,,55,85,18,1865,22085
university-of-kentucky-1989,Lexington,KY,143,National Universities,93,1070,1290,,55,86,18,1865,25534
university-of-la-verne-1216,La Verne,CA,213,National Universities,71,986,1236,,61,74,11,1891,3050
university-of-louisiana-at-lafayette-2031,Lafayette,LA,373,National Universities,87,1120,1240,,27,74,18,1898,13432
university-of-louisiana-monroe-2020,Monroe,LA,358,National Universities,85,1168,1353,,29,72,16,1931,6762
university-of-maine-2053,Orono,ME,257,National Universities,97,,,,41,78,15,1865,9601
university-of-lynchburg-3720,Lynchburg,VA,329,National Universities,43,980,1240,,52,74,11,1903,1595
university-of-mary-2992,Bismarck,ND,343,National Universities,75,,,21,57,80,10,1959,2650
university-of-maine-presque-isle-2033,Presque Isle,ME,48,Regional Colleges North,100,,,,24,66,28,1903,2152
