School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Position,Estimated Graduation
St. Thomas University (Florida),Sun Conference,Sierra Olivo,Jr.,1602,19,18,USA,"Pembroke Pines, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2028
St. Thomas University (Florida),Sun Conference,Carolina De Vega,Sr.,1201,15,15,International,"Barcelona, Spain",Spain,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
St. Thomas University (Florida),Sun Conference,Rebecca Louis,So.,1425,17,16,USA,"Hallandale, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2029
St. Thomas University (Florida),Sun Conference,Dayanara Monetti,So.,682,16,4,USA,"Miami, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Forward,2029
St. Thomas University (Florida),Sun Conference,Ella Campbell,Gr.,481,15,4,International,"Vancouver, Canada",Canada,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2026
St. Thomas University (Florida),Sun Conference,Maria Paula Alfaro,Jr.,195,4,2,International,Costa Rica,Costa Rica,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2028
St. Thomas University (Florida),Sun Conference,Engla Aliris,Jr.,438,5,5,International,"Ostersund, Sweden",Sweden,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2028
St. Thomas University (Florida),Sun Conference,Fiona Cornely,So.,131,6,0,USA,"Apopka, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
St. Thomas University (Florida),Sun Conference,Sophia Henke,So.,104,3,1,USA,"Weston, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
St. Thomas University (Florida),Sun Conference,Rori Mcdonough,,207,6,1,,,,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
St. Thomas University (Florida),Sun Conference,Maria eduarda Mendes,Jr.,259,12,3,International,"Cuiaba, Brazil",Brazil,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,Needs Review,stats-page player not found on roster page (name mismatch or transfer/departure),Midfielder,2028
St. Thomas University (Florida),Sun Conference,Tatiana Merino,Jr.,65,4,0,USA,"Coral Springs, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
St. Thomas University (Florida),Sun Conference,Skylar Monroe,So.,1546,18,18,USA,"Fort Pierce, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2029
St. Thomas University (Florida),Sun Conference,Isabella Penaranda,Sr.,1437,17,16,USA,"Long Beach, N.Y.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2027
St. Thomas University (Florida),Sun Conference,Rianna,,12,1,0,,,,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
St. Thomas University (Florida),Sun Conference,Nicole Salazar,Fr.,29,2,0,International,Venezuela,Venezuela,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
St. Thomas University (Florida),Sun Conference,Emily Sepulveda,So.,661,15,8,USA,"Sunrise, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Defender,2029
St. Thomas University (Florida),Sun Conference,Maria Mendes,Jr.,259,12,3,International,"Cuiaba, Brazil",Brazil,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
St. Thomas University (Florida),Sun Conference,Marissa Loredo,So.,,,,USA,"Sanford, Fla.",,https://stubobcats.com/sports/womens-soccer/stats/2025,https://stubobcats.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Warner University,Sun Conference,Jessica Alejandre,Jr.,1154,19,14,USA,"Orlando, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Warner University,Sun Conference,Morgan Sullivan,Sr.,972,19,15,USA,"Saint Cloud , FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Warner University,Sun Conference,Gianna Bellomo,Jr.,1629,20,20,USA,"Winter Park, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Warner University,Sun Conference,Shelby Cape,So.,981,20,13,USA,"Plant City, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Warner University,Sun Conference,Lillian Dodge,Fr.,1052,19,12,USA,"Orlando, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Warner University,Sun Conference,Elisabet Rosario,Fr.,937,17,7,USA,"Orlando, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Warner University,Sun Conference,Sabrina Bouchachia,Jr.,1490,20,19,USA,"Orlando, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Warner University,Sun Conference,Clarissa Chew,So.,580,13,7,USA,"Palm Bay, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Warner University,Sun Conference,Alycia Hizer,So.,1683,20,18,USA,"Saint Cloud, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Warner University,Sun Conference,Hailey Kelly,Jr.,448,12,2,USA,"Surprise, AZ",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Warner University,Sun Conference,Hannah Kenney,So.,1190,17,14,USA,"Merriit Island, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Warner University,Sun Conference,Jaclyn Malagies,Sr.,1281,18,13,USA,"Dunedin, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Warner University,Sun Conference,Keyara Blissett,So.,422,16,3,USA,"Cape Coral, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Warner University,Sun Conference,Ade Bonner,Jr.,152,7,1,USA,"Avondale, AZ",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Warner University,Sun Conference,Bria-sierra Brocking,,83,5,0,,,,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Warner University,Sun Conference,Bria-Sierra Brockington,Fr.,189,9,0,USA,"Fort Myers, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Warner University,Sun Conference,Yami Fuentes,Sr.,965,18,8,USA,"Deleon Springs, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Warner University,Sun Conference,Gabriella Gaitan,So.,90,1,1,USA,"Tampa, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2029
Warner University,Sun Conference,Haley Van Houweling,Jr.,810,10,9,USA,"Pella, IA",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2028
Warner University,Sun Conference,Zyriah Hughes,So.,295,13,0,USA,"Kansas City, MO",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Warner University,Sun Conference,Mariah Matta,Sr.,1031,19,16,USA,"New York City, NY",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Warner University,Sun Conference,Adriana Reyes,Fr.,295,11,0,USA,"McLean, VA",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Warner University,Sun Conference,Bailee Sanchioni,Fr.,1044,18,13,USA,"Merritt Island, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Warner University,Sun Conference,Miya Sikhakhane,Jr.,482,17,2,USA,"Wimauma, FL",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Warner University,Sun Conference,Hailey Van houweling,,180,3,3,,,,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Warner University,Sun Conference,Inna Vannula,Gr.,630,12,6,International,"Lahti, Finland",Finland,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2026
Warner University,Sun Conference,Alinah Hueramo,Fr.,,,,USA,"Oxnard, CA",,https://warnerroyals.com/sports/womens-soccer/stats/2025,https://warnerroyals.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Webber International University,Sun Conference,Melissa Del Valle,Sr.,1151,14,14,USA,"Tampa, Fla.",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Webber International University,Sun Conference,Samantha Chitu,So.,834,12,11,USA,"Cape Coral, FL",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Webber International University,Sun Conference,Rikke Olufsen,So.,913,14,11,,"Norway, Trondheim",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,Needs Review,"unrecognized region 'Trondheim' in hometown 'Norway, Trondheim'",Midfielder,2029
Webber International University,Sun Conference,MaKenzee Feskanin,Jr.,1093,14,14,USA,"Lake Worth, FL",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Webber International University,Sun Conference,Tatum Moore,So.,543,14,6,USA,"Tampa, FL",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Webber International University,Sun Conference,Morgan Myers,Jr.,948,15,12,USA,"Calvert County, MD",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Webber International University,Sun Conference,Ariana Suarez,Jr.,859,15,5,USA,"Cape Coral, Fl",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Webber International University,Sun Conference,Ana Buenrostro,Sr.,881,14,10,USA,"Desoto, FL.",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Webber International University,Sun Conference,Olof Sigurdardottir,Jr.,1100,15,12,International,"Reykjavic, Iceland",Iceland,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Webber International University,Sun Conference,Pia Grosse,Sr.,739,13,11,International,"Weimar, Germany",Germany,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Webber International University,Sun Conference,Thea Roque,Sr.,1282,15,15,International,"Copenhagen, Denmark",Denmark,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Webber International University,Sun Conference,Holly Tyrrell,Sr.,197,3,3,International,"Bedfordshire, England",United Kingdom,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Webber International University,Sun Conference,Grayce kidwell,Jr.,762,12,6,USA,"Lakeland, FL",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Webber International University,Sun Conference,Annabell Norwood,Sr.,414,5,5,USA,Calvert County MD,,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Webber International University,Sun Conference,Genesis Ramirez,Fr.,159,7,0,USA,"Guanacaste, Puerto Rico",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Webber International University,Sun Conference,Princess Agustin,So.,682,9,9,International,"Linköping, Sweden",Sweden,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Webber International University,Sun Conference,Sydney Aldeghi,Jr.,8,2,0,USA,"Melbourne Beach, FL",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Webber International University,Sun Conference,Maeva Bachmann,Sr.,300,7,2,International,"Montreal, Quebec, Canada",Canada,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Webber International University,Sun Conference,Sigrun Baldursdottir,Fr.,34,2,0,,"Iceland, Kópavogur",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); unrecognized region 'Kópavogur' in hometown 'Iceland, Kópavogur'",Defender,2030
Webber International University,Sun Conference,Rylee Bolser,Sr.,160,6,1,USA,"Nederland, TX",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Webber International University,Sun Conference,Alina Brühlmeier,Sr.,34,2,0,International,"Bern, Switzerland",Switzerland,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Webber International University,Sun Conference,Amanda Liljeblad,Fr.,217,9,1,International,"Gothenburg, Sweden",Sweden,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Webber International University,Sun Conference,Francesca Magnotti,Fr.,1080,13,12,USA,"Sarasota, Fla.",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Webber International University,Sun Conference,Kaleigh Ruis,Sr.,21,2,0,USA,"Winter Haven, Florida",,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Webber International University,Sun Conference,Jorja Smith,So.,0,1,0,International,"Auckland, New Zealand",New Zealand,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Webber International University,Sun Conference,Karen Torfadottir,Fr.,225,3,2,International,"Höfn í Hornafirði, Iceland",Iceland,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,Needs Review,stats-page player not found on roster page (name mismatch or transfer/departure),Goalkeeper,2030
Webber International University,Sun Conference,Karen Rós Torfadóttir,Fr.,180:00,2,2,International,"Höfn í Hornafirði, Iceland",Iceland,https://webberathletics.com/sports/womens-soccer/stats/2025,https://webberathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Webber International University,Sun Conference,Sigrún Björk Baldursdóttir,Fr.,,,,,"Iceland, Kópavogur",,,https://webberathletics.com/sports/womens-soccer/roster/2025,Needs Review,"player on roster but not listed on stats page (likely 0 minutes/redshirt/injury -- unverified); also: unrecognized region 'Kópavogur' in hometown 'Iceland, Kópavogur'",Defender,2030
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Kiersen Korienek,Gr.,1426,20,18,USA,"Grandville, MI",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Forward,2026
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Madison Slezinski,Jr.,823,16,9,USA,"Fenton, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Reegyn Cady,So.,870,19,7,USA,"Mason, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Olivia Bowling,Sr.,1564,19,18,USA,"Ada, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Aubrey Phenicie,Jr.,528,17,5,USA,"Kalamazoo, MI",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Emily Gignac,Jr.,1568,20,20,USA,"Commerce Twp, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Catherine Hoff,So.,1779,20,20,USA,"Macomb, MI",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Julia Grzadkowska,So.,946,20,12,International,"Warsaw, Poland",Poland,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Savannah Reese,Jr.,1364,18,15,USA,"Grand Blanc, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Abigail Kramer,So.,837,17,9,USA,"Caledonia, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Maeve Comfort,Jr.,956,20,12,USA,"Rochester, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Chaya Sirivath,So.,172,8,1,USA,"Fort Wayne, Indiana",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Bella Teelander,So.,954,19,8,USA,"Caledonia, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Camille Berko,Sr.,889,18,8,USA,"Grand Haven, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Ella Holzwarth,Jr.,60,6,0,USA,"Wyoming, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Joy Reams,Fr.,463,16,1,USA,"Toledo, OH",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Bridget Sherman,Sr.,803,10,8,USA,"Valparaiso, Indiana",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Kayla Shuk,Sr.,1794,20,20,USA,"Farmington Hills, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2027
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Katelynn Sterling,Jr.,1572,18,18,USA,"Conroe, Tx",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Dailey Tucker,Jr.,282,6,4,USA,"Grand Rapids, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Tia Rita Daher,So.,,,,International,"Amioun El Koura, Lebanon",Lebanon,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Raegan LaCross,Fr.,,,,USA,"Traverse City, MI",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Izzy Bartlett,So.,,,,USA,"Goodrich, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2029
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Mya Chickering,Jr.,,,,USA,"Hart, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2028
Aquinas College (Michigan),Wolverine-Hoosier Athletic Conference,Zoe Flinsky,So.,,,,USA,"Farmington Hills, Michigan",,https://aqsaints.com/sports/womens-soccer/stats/2025,https://aqsaints.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2029
Cornerstone University,Wolverine-Hoosier Athletic Conference,Gracie Gortmaker,Jr.,999,16,11,USA,"Caledonia, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Cornerstone University,Wolverine-Hoosier Athletic Conference,Audrey Johnson,Fr.,733,16,8,USA,"Pinckney, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Cornerstone University,Wolverine-Hoosier Athletic Conference,Madeline Billings,Fr.,1090,18,12,USA,"Ludington, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Cornerstone University,Wolverine-Hoosier Athletic Conference,Brooke Harmsen,So.,1572,18,18,USA,"Hudsonville, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Cornerstone University,Wolverine-Hoosier Athletic Conference,Karsyn Hostetler,Gr.,993,18,16,USA,"Archbold, Ohio",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Midfielder,2026
Cornerstone University,Wolverine-Hoosier Athletic Conference,Ally Merrihew,So.,1611,18,18,USA,"Hudsonville, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Cornerstone University,Wolverine-Hoosier Athletic Conference,Jada VanNoord,So.,1415,18,18,USA,"Cadillac, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Cornerstone University,Wolverine-Hoosier Athletic Conference,Emily Ake,Jr.,1243,18,15,USA,"Lowell, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Cornerstone University,Wolverine-Hoosier Athletic Conference,Kaitlynn Sal,Sr.,1579,18,18,USA,"Allendale, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Cornerstone University,Wolverine-Hoosier Athletic Conference,Ellie Schenkelberger,Fr.,473,16,3,USA,"Traverse City, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Cornerstone University,Wolverine-Hoosier Athletic Conference,Tori Woodwyk,Sr.,670,10,10,USA,"Caledonia, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Cornerstone University,Wolverine-Hoosier Athletic Conference,Cate Anhalt,Sr.,495,16,1,USA,"Fruitport, Mich.",,https://cugoldeneagles.com/sports/womens-soccer/stats/2025,https://cugoldeneagles.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
